"","date","Power","Ground Transport","Industry","Residential","Domestic Aviation"
"1",2019-01-01,3.96284548,3.34768386,2.85204032,2.6149025,0.3800745
"2",2019-01-02,4.61727909,4.30080234,3.13384969,3.14840803,0.47286197
"3",2019-01-03,4.44404084,4.43342908,3.06527693,2.96043031,0.50947822
"4",2019-01-04,4.35283876,4.60368151,3.03824338,2.79716832,0.49637711
"5",2019-01-05,4.0272477,4.44686059,2.90261915,2.58514392,0.44707108
"6",2019-01-06,3.4445967,3.96880923,2.60030377,2.48421187,0.42704009
"7",2019-01-07,3.88099664,4.26912343,2.77005101,2.55272394,0.44961106
"8",2019-01-08,3.78551002,4.26710161,2.79047099,2.30234711,0.47726871
"9",2019-01-09,4.32626847,4.28941858,2.94202467,2.74166334,0.4692603
"10",2019-01-10,4.81887001,4.41066771,3.05827523,3.3135507,0.53256757
"11",2019-01-11,4.95009557,4.57694559,3.0243047,3.38311405,0.4014955
"12",2019-01-12,4.57084736,4.41492535,2.89732788,3.2952266,0.40284733
"13",2019-01-13,4.8303821,3.94068733,3.03434489,3.36206994,0.36357753
"14",2019-01-14,5.38319021,4.28916676,3.25410089,3.50952341,0.43888081
"15",2019-01-15,5.3436916,4.2636954,3.16468524,3.42443761,0.45926881
"16",2019-01-16,5.27939459,4.31236443,3.05256866,3.14947409,0.42321583
"17",2019-01-17,5.19529019,4.43703691,3.05931887,3.06748573,0.48485585
"18",2019-01-18,4.56661688,4.58915663,2.82430678,2.92995186,0.50216828
"19",2019-01-19,4.42127,4.43384219,2.88395566,3.04008622,0.39836755
"20",2019-01-20,4.99768434,3.98070215,3.11405786,3.5575851,0.3321798
"21",2019-01-21,5.51117673,4.24446384,3.0995019,4.34697683,0.41815045
"22",2019-01-22,5.38616969,4.2739258,2.99630718,3.78758449,0.46976958
"23",2019-01-23,5.08004848,4.35474981,3.12577069,3.0648221,0.45598118
"24",2019-01-24,4.85939803,4.4941935,3.09201656,2.91248339,0.49540436
"25",2019-01-25,5.28618807,4.63928651,3.26254369,3.6528526,0.49708619
"26",2019-01-26,5.04798448,4.46677545,3.12717484,3.72332782,0.41993841
"27",2019-01-27,4.66893218,3.96155893,2.95026257,3.39988956,0.37738272
"28",2019-01-28,4.7371931,4.23311673,2.91446538,3.29802779,0.40486694
"29",2019-01-29,5.48141939,4.2193901,3.28362929,3.67536368,0.44710485
"30",2019-01-30,6.0203293,4.17794819,3.44812611,4.34608659,0.45007103
"31",2019-01-31,6.08211967,4.29154482,3.40420388,4.65287942,0.4791989
"32",2019-02-01,5.28014468,4.45245007,2.9401287,3.93688388,0.49987638
"33",2019-02-02,4.06348544,4.31371723,2.65459846,3.26448631,0.42618935
"34",2019-02-03,3.53498867,3.86047464,2.45604534,2.42070366,0.37615019
"35",2019-02-04,3.9769366,4.30235841,2.6497849,2.24094326,0.42860212
"36",2019-02-05,4.38678746,4.2418559,2.79615004,2.46437675,0.48090447
"37",2019-02-06,4.42195912,4.37610383,2.78420039,2.57220685,0.47687293
"38",2019-02-07,4.36502675,4.49751754,2.84185696,2.6206343,0.49254769
"39",2019-02-08,4.72863305,4.62015493,3.089174,3.3453369,0.50528518
"40",2019-02-09,4.70885932,4.45493182,3.07330464,3.8744632,0.4199966
"41",2019-02-10,4.705998,4.00639524,3.01556051,3.61819788,0.3806158
"42",2019-02-11,4.69118527,4.36259475,2.91884604,3.175007,0.44699115
"43",2019-02-12,4.43922998,4.3276517,2.90570496,2.98332,0.45368013
"44",2019-02-13,4.26171748,4.46164499,2.84003447,3.10806037,0.47668336
"45",2019-02-14,4.11894701,4.61766395,2.82718036,2.70807157,0.51562184
"46",2019-02-15,4.11096195,4.72536473,2.87822704,2.62584356,0.53544032
"47",2019-02-16,4.301233,4.53024664,2.92497542,3.10488755,0.44926653
"48",2019-02-17,4.22643563,3.9455837,2.86425529,3.3195886,0.37962869
"49",2019-02-18,4.7982434,4.23947704,3.06179099,3.36275961,0.45699533
"50",2019-02-19,5.24871454,4.25887076,3.27352611,3.72191517,0.50405841
"51",2019-02-20,4.86789727,4.38327209,3.07953937,3.41171722,0.47310379
"52",2019-02-21,4.52576388,4.51533107,2.97216354,2.97073864,0.51077298
"53",2019-02-22,4.63402326,4.64274226,3.04587283,2.90129656,0.51878033
"54",2019-02-23,3.93117937,4.46719036,2.7732087,2.78686913,0.44074567
"55",2019-02-24,3.86512451,3.95293073,2.81328797,2.65010326,0.4099216
"56",2019-02-25,4.40672114,4.4076057,2.98417441,3.17469864,0.46041426
"57",2019-02-26,4.6393179,4.33146179,3.02966476,3.20792281,0.50046051
"58",2019-02-27,4.60422246,4.36040464,3.02823428,3.10176222,0.50953679
"59",2019-02-28,4.60183526,4.46027495,3.08210342,3.23274085,0.52425267
"60",2019-03-01,4.71702062,4.17597886,3.09054645,3.0309549,0.48976842
"61",2019-03-02,4.44631864,4.02163074,2.93639317,2.84154212,0.42388814
"62",2019-03-03,4.40051547,3.53745276,2.92918749,3.06730415,0.39000019
"63",2019-03-04,5.35514598,3.92205275,3.32732747,3.72664789,0.43570988
"64",2019-03-05,5.50536739,3.84396565,3.35437208,3.88702384,0.47430771
"65",2019-03-06,5.27837815,3.93646844,3.17095913,3.70980791,0.48675918
"66",2019-03-07,4.93282905,4.05959588,2.99805583,3.31539287,0.50143861
"67",2019-03-08,4.61592277,4.4769834,2.92488944,2.91197097,0.50654434
"68",2019-03-09,3.75068855,4.29635193,2.65179757,2.56406699,0.43866869
"69",2019-03-10,3.41400621,3.80307539,2.63872325,2.31872821,0.44167069
"70",2019-03-11,4.21581423,4.37466999,2.91371842,2.31882612,0.46564968
"71",2019-03-12,3.9355261,4.15688587,2.73067615,2.3725153,0.48909831
"72",2019-03-13,3.74882309,4.19896969,2.67290603,2.16457903,0.48026887
"73",2019-03-14,3.56753777,4.30309698,2.64468847,1.71070341,0.48430823
"74",2019-03-15,3.64807814,4.72779187,2.71048073,1.83274745,0.51449257
"75",2019-03-16,3.76257286,4.53277086,2.82009296,2.30108181,0.45160838
"76",2019-03-17,3.81771917,4.07008634,2.81824514,2.52213173,0.43845684
"77",2019-03-18,4.24151759,4.52959415,2.94140854,2.47212398,0.47217479
"78",2019-03-19,4.0496857,4.49565628,2.8309239,2.37148207,0.49045254
"79",2019-03-20,4.06066319,4.53504782,2.86443379,2.23853555,0.49974979
"80",2019-03-21,4.06982157,4.63018989,2.89729202,2.10901749,0.51640512
"81",2019-03-22,3.71646319,5.03431854,2.71679865,2.12960948,0.50875964
"82",2019-03-23,3.4050335,4.81480583,2.61879303,2.21400437,0.44906053
"83",2019-03-24,3.41542525,4.35206176,2.65288772,1.93663108,0.43515479
"84",2019-03-25,3.87533342,4.90566975,2.87797779,1.86796694,0.45696062
"85",2019-03-26,3.85741673,4.87478155,2.81299572,2.23799797,0.48672317
"86",2019-03-27,3.5459801,4.82514319,2.61763177,2.12449609,0.51149712
"87",2019-03-28,3.46130462,4.89161461,2.64928526,1.75083408,0.52440103
"88",2019-03-29,3.50810301,4.96170908,2.65504576,1.59820093,0.52100965
"89",2019-03-30,3.1049386,4.74115233,2.51501235,1.61253508,0.45108886
"90",2019-03-31,3.47748865,4.3465425,2.69785003,2.14463412,0.44097868
"91",2019-04-01,3.94206547,4.54873449,3.041452,2.45612385,0.46673671
"92",2019-04-02,3.87450996,4.52890352,2.89905745,2.14605088,0.50030443
"93",2019-04-03,3.60842754,4.54146409,2.79792588,1.75294996,0.50075526
"94",2019-04-04,3.71532094,4.63180958,2.96824136,1.59448322,0.50636357
"95",2019-04-05,3.69098281,4.72522637,2.87317514,1.70903959,0.51656454
"96",2019-04-06,3.28694379,4.51684587,2.75125737,1.40469569,0.43283891
"97",2019-04-07,3.12359866,4.07719658,2.69443138,1.10695977,0.41329627
"98",2019-04-08,3.7181657,4.56074296,2.93615905,0.91007072,0.47217476
"99",2019-04-09,3.54363678,4.55428804,2.80083461,1.09442967,0.49986358
"100",2019-04-10,3.30978935,4.53716096,2.6266488,1.47677562,0.53494101
"101",2019-04-11,3.40825654,4.61775165,2.70748619,1.63006343,0.36383071
"102",2019-04-12,3.49755062,4.68823195,2.70729376,1.4758541,0.52181753
"103",2019-04-13,3.23742555,4.45865084,2.58725617,1.35548303,0.42171211
"104",2019-04-14,3.21748085,4.08326659,2.62410228,1.50228238,0.39404678
"105",2019-04-15,3.31843153,4.51536725,2.63971175,1.56438676,0.47211799
"106",2019-04-16,3.37321693,4.51565411,2.70254904,1.40604552,0.50587524
"107",2019-04-17,3.26404947,4.52158926,2.72519538,1.14997408,0.50856689
"108",2019-04-18,3.27261907,4.62944769,2.68052892,1.06985074,0.50408487
"109",2019-04-19,3.23245923,4.71942164,2.72787241,1.16384919,0.49362623
"110",2019-04-20,2.78824318,4.51719274,2.51776926,1.26765408,0.42025552
"111",2019-04-21,2.55978688,4.0832608,2.38529216,1.19985054,0.39048842
"112",2019-04-22,3.17476044,4.54668216,2.69577929,1.03725678,0.47923736
"113",2019-04-23,3.50352078,4.52420137,2.8343987,0.92035649,0.5029601
"114",2019-04-24,3.71854973,4.52251972,2.9505123,1.04277987,0.50000884
"115",2019-04-25,3.56142555,4.62152511,2.88978799,1.04834517,0.52076101
"116",2019-04-26,3.32440156,4.71579897,2.73803606,1.09561712,0.51034536
"117",2019-04-27,2.97178093,4.51807246,2.59848425,1.36550255,0.434482
"118",2019-04-28,3.05488926,4.0869982,2.62026688,1.48787584,0.43114388
"119",2019-04-29,3.58476915,4.533459,2.86322161,1.46449267,0.47569833
"120",2019-04-30,3.81327762,4.52380478,2.93336831,1.31905708,0.49376355
"121",2019-05-01,3.91781918,4.92881579,2.85826452,1.20124652,0.51616888
"122",2019-05-02,3.8880322,5.03209773,2.8216693,1.10440227,0.51931303
"123",2019-05-03,3.90897827,5.12702768,2.81336405,1.15100387,0.52166936
"124",2019-05-04,3.68269326,4.90060641,2.70347926,1.07576261,0.43786025
"125",2019-05-05,3.32670832,4.44853229,2.53701502,1.04121104,0.43321394
"126",2019-05-06,3.69146437,4.33104334,2.69518228,0.94819376,0.48585213
"127",2019-05-07,3.77680212,4.45020582,2.75684049,1.00443466,0.51041626
"128",2019-05-08,3.67986878,4.45680609,2.66112255,1.01822143,0.4963671
"129",2019-05-09,3.71117835,4.57478899,2.6784483,1.03828071,0.52619859
"130",2019-05-10,3.86903282,4.70491521,2.75185965,1.12646468,0.51786434
"131",2019-05-11,3.42642106,4.48353911,2.63504485,1.14435297,0.4329571
"132",2019-05-12,3.32661746,4.11763035,2.5768848,1.33993652,0.39766312
"133",2019-05-13,3.7217345,4.27299051,2.705316,1.38592401,0.46886984
"134",2019-05-14,3.75734407,4.41956702,2.73879959,1.28470756,0.52326527
"135",2019-05-15,3.82604793,4.51675678,2.80389561,1.03000627,0.51959506
"136",2019-05-16,3.69429189,4.55753414,2.72803051,0.78720796,0.54786948
"137",2019-05-17,3.67036733,4.81214689,2.66337127,0.81767229,0.54764354
"138",2019-05-18,3.57225019,4.57331713,2.63544706,0.8677044,0.43663391
"139",2019-05-19,3.61306185,4.11444803,2.67070321,0.83311534,0.45311767
"140",2019-05-20,3.98164617,4.40853367,2.66887652,0.94324089,0.502719
"141",2019-05-21,3.78157044,4.49773737,2.67819405,1.08395353,0.52577814
"142",2019-05-22,3.99335774,4.58547746,2.72513021,0.91171596,0.53937923
"143",2019-05-23,4.1831328,4.54402114,2.82696649,0.77948568,0.54547774
"144",2019-05-24,4.22671625,4.89794696,2.82175976,0.76379498,0.5554764
"145",2019-05-25,3.8521279,4.68762406,2.65708709,0.72700397,0.46124469
"146",2019-05-26,3.921075,4.42859491,2.55841596,0.70147942,0.3811012
"147",2019-05-27,3.8517104,4.12037789,2.59542523,0.74891646,0.43648627
"148",2019-05-28,4.43146013,4.66005327,2.85179959,0.78423928,0.48609222
"149",2019-05-29,4.65644253,4.6939752,2.97422227,0.79271796,0.5016071
"150",2019-05-30,4.67906144,4.72282968,3.01315652,0.71920457,0.54101789
"151",2019-05-31,4.60036516,5.06120095,2.99591538,0.64145333,0.54826766
"152",2019-06-01,4.1994179,4.62909341,2.6117685,0.73296226,0.4455494
"153",2019-06-02,4.12395783,4.27242835,2.59149597,0.77822757,0.41741095
"154",2019-06-03,4.30541673,4.67026913,2.6933872,0.88406502,0.47510582
"155",2019-06-04,4.360478,4.55458234,2.68773895,0.84723307,0.51185835
"156",2019-06-05,4.77560382,4.50367016,2.85033711,0.69056487,0.50926254
"157",2019-06-06,4.84708198,4.76734483,2.85700212,0.70547979,0.53003564
"158",2019-06-07,4.562832,5.01379272,2.77525272,0.71701178,0.52870144
"159",2019-06-08,3.88776841,4.76240093,2.60033557,0.72181981,0.45716641
"160",2019-06-09,3.72765886,4.25583072,2.54135689,0.72568264,0.42781237
"161",2019-06-10,4.3466906,4.50980954,2.76524922,0.7077491,0.4699063
"162",2019-06-11,4.35469712,4.54881033,2.72424297,0.69300153,0.52672036
"163",2019-06-12,4.09806843,4.5803805,2.68490454,0.7060091,0.53937256
"164",2019-06-13,3.98156117,4.65765806,2.6079876,0.86160746,0.5489483
"165",2019-06-14,3.6242288,4.96153851,2.43717895,0.79530501,0.54176708
"166",2019-06-15,3.77734661,4.76002815,2.52004676,0.69128739,0.46292012
"167",2019-06-16,4.05358118,4.1967487,2.5961134,0.73572455,0.44245035
"168",2019-06-17,4.80584272,4.46327217,2.82510753,0.72679377,0.49020702
"169",2019-06-18,4.93941338,4.4738999,2.84059524,0.68198965,0.52320093
"170",2019-06-19,5.02795665,4.56105925,2.87366204,0.68016091,0.52670617
"171",2019-06-20,4.81992974,4.56598466,2.74067495,0.71591498,0.5370231
"172",2019-06-21,4.45995409,4.82580881,2.68825069,0.73102935,0.55199103
"173",2019-06-22,4.13844485,4.676516,2.5756027,0.71752786,0.46468641
"174",2019-06-23,4.18683881,4.27553723,2.61490398,0.69796326,0.44979263
"175",2019-06-24,4.79077968,4.53477429,2.75877298,0.68039426,0.48109017
"176",2019-06-25,4.98977122,4.54257329,2.77692155,0.67004953,0.52009473
"177",2019-06-26,5.19716417,4.59358068,2.8592876,0.66626384,0.52475948
"178",2019-06-27,5.31555925,4.67217035,2.80375435,0.67067362,0.53529088
"179",2019-06-28,5.40730223,4.88151437,2.85245285,0.66557012,0.52168908
"180",2019-06-29,5.24193382,4.72761029,2.81551821,0.65374689,0.4543761
"181",2019-06-30,5.05111625,4.31132196,2.72241214,0.64648329,0.43251976
"182",2019-07-01,5.4473715,4.46848253,2.56855495,0.65478996,0.44878667
"183",2019-07-02,5.61073872,4.48468263,2.62792485,0.66685087,0.47151651
"184",2019-07-03,5.51750578,4.55205386,2.60870026,0.67279463,0.4893428
"185",2019-07-04,5.03258328,4.11895277,2.47424997,0.66486044,0.40275861
"186",2019-07-05,5.30718658,4.87765149,2.58300792,0.66241063,0.38012247
"187",2019-07-06,5.22685275,4.71159854,2.59207993,0.66404286,0.41391519
"188",2019-07-07,5.12709733,4.34110742,2.61909764,0.66600334,0.44368341
"189",2019-07-08,5.36568442,4.53124594,2.66918897,0.66775702,0.49189032
"190",2019-07-09,5.51947737,4.51858116,2.71301427,0.66226225,0.52822348
"191",2019-07-10,5.82084379,4.57267745,2.80075694,0.6513273,0.51728663
"192",2019-07-11,5.88924553,4.68981463,2.82939033,0.64698823,0.511019
"193",2019-07-12,5.61908826,4.91963321,2.78984436,0.64799308,0.52410977
"194",2019-07-13,5.56892083,4.74467635,2.76480641,0.64770933,0.45025021
"195",2019-07-14,5.53808882,4.33766537,2.72188757,0.64762546,0.4322821
"196",2019-07-15,5.92848236,4.52011283,2.80092008,0.64610569,0.47577758
"197",2019-07-16,6.06557076,4.51945206,2.79543392,0.64847441,0.52014104
"198",2019-07-17,6.02699608,4.64252941,2.79281969,0.65080915,0.52346326
"199",2019-07-18,5.83764719,4.63967384,2.73947983,0.65289362,0.52745526
"200",2019-07-19,6.01660424,4.96815742,2.77992799,0.65983255,0.54064661
"201",2019-07-20,5.72258502,4.80052103,2.6972015,0.65819581,0.45907644
"202",2019-07-21,5.71439703,4.37055674,2.71316693,0.65164577,0.45306692
"203",2019-07-22,5.68871594,4.55634258,2.72074818,0.64617211,0.47548472
"204",2019-07-23,5.35764614,4.55240523,2.71416856,0.64727725,0.51429407
"205",2019-07-24,5.24232531,4.68290246,2.70420131,0.64831467,0.53473989
"206",2019-07-25,5.0704905,4.62130053,2.66393144,0.6464436,0.53480699
"207",2019-07-26,5.14987786,4.96420775,2.69352951,0.64586075,0.53267222
"208",2019-07-27,5.08773409,4.80201085,2.68591497,0.64601796,0.4635825
"209",2019-07-28,5.13776747,4.44222018,2.6886769,0.64560419,0.44865391
"210",2019-07-29,5.78101836,4.62317723,2.8419495,0.64750591,0.47600235
"211",2019-07-30,5.83450311,4.57592109,2.86903367,0.65242081,0.50473464
"212",2019-07-31,5.5385237,4.68001871,2.80543461,0.64950235,0.52009757
"213",2019-08-01,5.44416802,4.82410369,2.8527433,0.67278344,0.52781337
"214",2019-08-02,5.35507494,5.04269857,2.85326479,0.67118922,0.51624881
"215",2019-08-03,5.27169514,4.89883881,2.82045851,0.6687171,0.45615197
"216",2019-08-04,5.31243193,4.38832656,2.86660649,0.66789196,0.44818413
"217",2019-08-05,5.73416327,4.57387201,2.9842409,0.67021422,0.47584145
"218",2019-08-06,5.8677667,4.60644897,3.0459539,0.66954709,0.51107549
"219",2019-08-07,5.77088966,4.78749961,2.90439661,0.67087227,0.50785274
"220",2019-08-08,5.66528076,4.50317117,2.80865048,0.67719665,0.52216647
"221",2019-08-09,5.59459318,4.98656134,2.80405929,0.67521526,0.52714436
"222",2019-08-10,5.12528135,4.81311197,2.67579481,0.6798492,0.46015911
"223",2019-08-11,5.0334061,4.40350642,2.65241779,0.68428302,0.43991149
"224",2019-08-12,5.79305245,4.58224529,2.88907018,0.67650648,0.48221101
"225",2019-08-13,6.04593894,4.58366449,2.94545138,0.6718959,0.50574618
"226",2019-08-14,5.90228803,4.69828201,2.895103,0.67136496,0.51108133
"227",2019-08-15,5.7307616,4.69475083,2.86839018,0.66963636,0.51751134
"228",2019-08-16,5.52544745,5.02055563,2.80939284,0.67284407,0.5210337
"229",2019-08-17,5.22841452,4.84997121,2.70925348,0.67829206,0.45137656
"230",2019-08-18,5.28324612,4.41440944,2.70656017,0.68011529,0.43264047
"231",2019-08-19,5.95805465,4.59599447,2.87388408,0.67411377,0.47009801
"232",2019-08-20,5.92663034,4.58815458,2.9047653,0.67242911,0.49440644
"233",2019-08-21,5.84203805,4.71694771,2.85419686,0.67526767,0.50655047
"234",2019-08-22,5.68610233,4.65306817,2.83609272,0.68971793,0.52453663
"235",2019-08-23,5.07352827,5.0039219,2.68469066,0.69304932,0.51149949
"236",2019-08-24,4.38914579,4.83898739,2.53912189,0.70815453,0.44770476
"237",2019-08-25,4.24632766,4.38847433,2.49149987,0.69547419,0.41531731
"238",2019-08-26,4.80173031,4.57112978,2.67509955,0.70666166,0.45956673
"239",2019-08-27,4.89985571,4.58094288,2.64730617,0.70810422,0.49132506
"240",2019-08-28,5.04323109,4.73053381,2.71855944,0.68697213,0.50513312
"241",2019-08-29,4.90262758,4.61317737,2.68194985,0.67689478,0.52084236
"242",2019-08-30,4.89787626,5.00681059,2.62832371,0.68815258,0.52393447
"243",2019-08-31,4.51582325,4.84230948,2.56218058,0.7074739,0.44048418
"244",2019-09-01,4.54850249,4.57067774,2.77355378,0.61639787,0.35153098
