"","date","Power","Ground Transport","Industry","Residential","Domestic Aviation"
"488",2020-05-02,2.5174835,3.13489836,2.16275884,0.84957538,0.14297998
"489",2020-05-03,2.69819719,2.77137686,2.25273877,0.71988401,0.13435358
"490",2020-05-04,2.94710624,3.40666283,2.34912658,1.01496317,0.1325782
"491",2020-05-05,3.08325857,3.43213644,2.38025017,1.3498671,0.16223524
"492",2020-05-06,3.10023126,3.46171187,2.37278998,1.41764293,0.17197605
"493",2020-05-07,2.73372729,3.53157639,2.2773413,1.35607567,0.18116769
"494",2020-05-08,2.72377182,3.58522961,2.27749185,1.48068925,0.1768392
"495",2020-05-09,2.69258631,3.22637392,2.22894448,1.87741185,0.15162644
"496",2020-05-10,2.46055296,2.95602607,2.17300831,1.55444618,0.13061636
"497",2020-05-11,2.84157245,3.67604464,2.31255437,1.55055156,0.13710732
"498",2020-05-12,3.00464734,3.77453035,2.42119774,1.60151184,0.16698918
"499",2020-05-13,2.71045846,3.70539188,2.3012355,1.41066679,0.17328973
"500",2020-05-14,2.94520008,3.76396636,2.4427831,1.02164292,0.18347939
"501",2020-05-15,2.99429045,3.81394853,2.43045904,0.69568153,0.17805525
"502",2020-05-16,3.01376879,3.40314889,2.39255455,0.72432026,0.15107902
"503",2020-05-17,2.85610017,3.3266643,2.32850246,0.82593069,0.14041112
"504",2020-05-18,3.10268702,3.99538535,2.44952702,0.86486062,0.14636834
"505",2020-05-19,3.07899046,4.0788399,2.46277946,0.92705742,0.17491077
"506",2020-05-20,2.95854723,4.13394894,2.38346758,1.03315813,0.18775982
"507",2020-05-21,3.08324137,4.26315994,2.38892283,0.97064124,0.1998132
"508",2020-05-22,3.29436351,4.46197978,2.50243804,0.73284453,0.19623734
"509",2020-05-23,2.96626854,3.85445462,2.35294977,0.68143572,0.16133188
"510",2020-05-24,2.93212111,3.24513833,2.33832857,0.75440746,0.13624792
"511",2020-05-25,3.17122569,3.26127545,2.44015017,0.70742948,0.13899445
"512",2020-05-26,3.78690788,3.74021952,2.68921692,0.61819289,0.15820292
"513",2020-05-27,4.03017587,3.89051065,2.78146178,0.58402452,0.19471515
"514",2020-05-28,3.931435,3.87708452,2.7018042,0.57926923,0.19746948
"515",2020-05-29,3.93578061,3.85641615,2.69517587,0.59207571,0.19424674
"516",2020-05-30,3.39299552,3.6031769,2.47360553,0.64371049,0.16448166
"517",2020-05-31,3.04372149,3.31141244,2.35011019,0.769257,0.14958636
"518",2020-06-01,3.38023043,3.99813141,2.26064236,0.96896551,0.19482752
"519",2020-06-02,3.90247145,4.17172345,2.42637843,0.75724903,0.22074796
"520",2020-06-03,4.51864962,4.38623816,2.59692291,0.67536954,0.22896234
"521",2020-06-04,4.65867964,4.33984542,2.59079557,0.66532613,0.24633265
"522",2020-06-05,4.55256978,4.52738466,2.54197222,0.67231171,0.25073258
"523",2020-06-06,3.96256442,3.72980714,2.36360923,0.69711134,0.21398263
"524",2020-06-07,3.65168291,3.74170575,2.27914326,0.76060924,0.20110456
"525",2020-06-08,4.11810392,4.33106623,2.42099511,0.75556435,0.20823887
"526",2020-06-09,4.37098023,4.13879044,2.49359968,0.75177737,0.24504811
"527",2020-06-10,4.37829587,4.19179145,2.47690734,0.70210188,0.25612958
"528",2020-06-11,4.15557619,4.3427853,2.38477636,0.67180103,0.27704323
"529",2020-06-12,4.04148404,4.47106836,2.34170539,0.68824193,0.27295153
"530",2020-06-13,3.32339309,4.22047995,2.16275154,0.81505957,0.23470801
"531",2020-06-14,3.1331816,3.78592919,2.14408973,0.87588702,0.23154619
"532",2020-06-15,3.68685278,4.06731054,2.31923491,0.77297127,0.23756144
"533",2020-06-16,3.70002214,4.18157,2.32631123,0.73392345,0.26030295
"534",2020-06-17,3.72882202,4.31509195,2.29294505,0.71088495,0.26995417
"535",2020-06-18,4.12976866,4.3308612,2.43730524,0.69388147,0.28565542
"536",2020-06-19,4.36621524,4.33560191,2.55461452,0.68780217,0.28113357
"537",2020-06-20,4.23926649,3.9816283,2.49212838,0.67452011,0.24560494
"538",2020-06-21,4.05485535,3.65341064,2.38508072,0.66310458,0.22766945
"539",2020-06-22,4.77317476,4.04472526,2.61491012,0.66613175,0.24368488
"540",2020-06-23,4.74534122,4.21580286,2.61947355,0.6574599,0.2681034
"541",2020-06-24,4.70467787,4.05736493,2.58540554,0.65746656,0.27827411
"542",2020-06-25,4.58165562,4.25432131,2.5802961,0.65591715,0.29400859
"543",2020-06-26,4.47868467,4.34056321,2.57560362,0.65441719,0.29468193
"544",2020-06-27,4.23997748,4.07594352,2.46803851,0.65546171,0.25336916
"545",2020-06-28,4.11260735,3.80901839,2.40141423,0.67197569,0.24008661
"546",2020-06-29,4.5642231,4.02806238,2.5489517,0.69434801,0.24232156
"547",2020-06-30,4.6365969,4.03976111,2.57297161,0.68315308,0.27050058
"548",2020-07-01,4.85128397,4.30860008,2.41327424,0.65428936,0.30004946
"549",2020-07-02,5.01271695,4.7628195,2.44023349,0.64218337,0.32645957
"550",2020-07-03,5.09159065,4.5530457,2.45160218,0.63169571,0.30832835
"551",2020-07-04,4.93881574,3.89526927,2.39456599,0.62371753,0.20422491
"552",2020-07-05,5.0139439,3.90893768,2.41309387,0.62112587,0.23924875
"553",2020-07-06,5.43458622,4.10120608,2.51977974,0.62261285,0.27437864
"554",2020-07-07,5.42148285,4.17807948,2.53288573,0.62891784,0.31318362
"555",2020-07-08,5.45674956,4.25775803,2.5041857,0.62594764,0.32817281
"556",2020-07-09,5.52066327,4.33775221,2.49265315,0.6212388,0.34413974
"557",2020-07-10,5.54507163,4.45073537,2.53126792,0.61726986,0.33949808
"558",2020-07-11,5.16596838,4.06795091,2.49865325,0.61323314,0.30496898
"559",2020-07-12,4.98936701,3.79525201,2.44893183,0.61311235,0.29396366
"560",2020-07-13,5.28958386,4.14218539,2.49018556,0.61898435,0.29588987
"561",2020-07-14,5.30825111,4.13021302,2.50764561,0.62151323,0.31712788
"562",2020-07-15,5.43457394,4.1833493,2.57047178,0.61960745,0.33610047
"563",2020-07-16,5.47649647,4.2538216,2.5745301,0.6130405,0.34943133
"564",2020-07-17,5.42809283,4.31580619,2.52268411,0.61573271,0.34903977
"565",2020-07-18,5.27266118,4.0261608,2.46540983,0.61393283,0.31215803
"566",2020-07-19,5.39522713,3.6928087,2.50976328,0.61096158,0.29081883
"567",2020-07-20,5.89840221,4.05525261,2.59779001,0.61361899,0.29338127
"568",2020-07-21,5.81887971,4.16492381,2.60734218,0.61584663,0.30950332
"569",2020-07-22,5.71793497,4.19822717,2.60575017,0.61723032,0.32758524
"570",2020-07-23,5.4797217,4.19393928,2.53858413,0.62014109,0.34130825
"571",2020-07-24,5.33698429,4.48457788,2.5636817,0.62212705,0.3428753
"572",2020-07-25,5.09839526,4.01981495,2.45033965,0.62523658,0.30703832
"573",2020-07-26,5.27627492,4.22053282,2.48847578,0.61606188,0.28760096
"574",2020-07-27,5.89289137,4.36341025,2.61330101,0.61411265,0.28652893
"575",2020-07-28,5.76754226,4.48965482,2.60831139,0.61601826,0.30895144
"576",2020-07-29,5.70260342,4.43527794,2.58291633,0.61489932,0.27235855
"577",2020-07-30,5.52445249,4.59539904,2.58948488,0.61303902,0.31727761
"578",2020-07-31,5.39688831,4.58732778,2.57109446,0.61598959,0.32826046
"579",2020-08-01,5.01154705,4.04323889,2.62010115,0.60036384,0.30512378
"580",2020-08-02,4.82457744,3.92280352,2.58411719,0.60189542,0.28803382
"581",2020-08-03,5.08754694,4.17639673,2.67313585,0.60894617,0.3008475
"582",2020-08-04,4.87468145,4.09998568,2.58861184,0.61152104,0.30792906
"583",2020-08-05,4.91401783,4.17643798,2.56033513,0.61253758,0.32712847
"584",2020-08-06,4.87479489,4.29448269,2.52238928,0.60423183,0.34232196
"585",2020-08-07,4.85280383,4.34362117,2.47944346,0.61168428,0.34420327
"586",2020-08-08,4.78104192,4.00752169,2.50728626,0.60375939,0.30702048
"587",2020-08-09,4.96309695,4.12495096,2.5461311,0.60334406,0.2956036
"588",2020-08-10,5.63928616,4.34922427,2.7034788,0.59976632,0.29338899
"589",2020-08-11,5.64441331,4.39854022,2.71682328,0.60210485,0.31860306
"590",2020-08-12,5.58357396,4.31394578,2.6905386,0.60834816,0.32839233
"591",2020-08-13,5.61121565,4.48292381,2.71866978,0.61340984,0.34743758
"592",2020-08-14,5.67018624,4.78156934,2.7546626,0.60108784,0.34856168
"593",2020-08-15,5.41813982,4.37493888,2.72383264,0.59493199,0.30837167
"594",2020-08-16,5.12081966,4.350532,2.64017957,0.59292883,0.29845785
"595",2020-08-17,5.39944395,4.52951033,2.69297332,0.59419178,0.30058213
"596",2020-08-18,5.4423337,4.4883667,2.71370272,0.59583527,0.31774567
"597",2020-08-19,5.17669524,4.58367211,2.6318267,0.60069535,0.32259131
"598",2020-08-20,5.03214555,4.64484582,2.58319231,0.60186248,0.34325731
"599",2020-08-21,5.15007127,4.86906959,2.60273414,0.59597118,0.34249618
"600",2020-08-22,5.12185891,4.47089112,2.56142779,0.59835504,0.30190885
"601",2020-08-23,5.21621227,3.70920449,2.60756744,0.5994248,0.29320625
"602",2020-08-24,5.79331694,3.85822099,2.76181048,0.59834669,0.29437149
"603",2020-08-25,5.9042568,4.02450994,2.67701214,0.60087563,0.31076018
"604",2020-08-26,5.61695823,4.01783436,2.49550308,0.60876462,0.30636135
"605",2020-08-27,5.74598814,4.09294048,2.50107605,0.62543342,0.32373502
"606",2020-08-28,5.57383284,4.33269394,2.47429583,0.60890848,0.33290309
"607",2020-08-29,5.02163066,4.03139326,2.34564316,0.6244685,0.29539173
"608",2020-08-30,4.5172441,3.85789471,2.22189787,0.63138683,0.28044747
"609",2020-08-31,4.87933268,4.0491918,2.35389462,0.65657133,0.28679018
"610",2020-09-01,5.26990236,4.21310313,2.81736539,0.59877774,0.3059597
"611",2020-09-02,5.5015462,4.27107282,2.88419506,0.57484921,0.3216305
"612",2020-09-03,5.39165496,4.54269644,2.85085347,0.57183162,0.34807351
"613",2020-09-04,5.31835518,4.69514749,2.82463988,0.58040836,0.35917776
"614",2020-09-05,4.57161587,4.40843419,2.67829923,0.58278612,0.28939296
"615",2020-09-06,4.18875723,3.92873673,2.55443221,0.58528382,0.23849053
"616",2020-09-07,4.29220625,3.97372408,2.58436861,0.58139169,0.28215235
"617",2020-09-08,4.48889871,4.34151065,2.61163267,0.71930888,0.26704539
"618",2020-09-09,4.59408244,4.4195197,2.61773,0.81295235,0.29706991
"619",2020-09-10,4.84622305,4.33902912,2.66987126,0.80378355,0.3318277
"620",2020-09-11,4.80618951,4.68762841,2.73007125,0.74284493,0.32902874
"621",2020-09-12,4.35300545,4.1621712,2.67010799,0.68195567,0.27644521
"622",2020-09-13,4.32702022,3.85319525,2.6525949,0.634651,0.27200242
"623",2020-09-14,4.63649075,4.29333718,2.73118523,0.63559963,0.27814201
"624",2020-09-15,4.41069224,4.3879634,2.68469608,0.77663348,0.28915318
"625",2020-09-16,4.36896536,4.44582292,2.71844033,0.72280827,0.30188266
"626",2020-09-17,4.48092195,4.53031809,2.7277853,0.65710613,0.32232242
"627",2020-09-18,4.08402855,4.81322526,2.61053171,0.78914835,0.33449066
"628",2020-09-19,3.22835717,4.55853701,2.38197763,1.05354266,0.28014412
"629",2020-09-20,3.05339053,3.82722423,2.30544066,1.0546312,0.27835917
"630",2020-09-21,3.57922082,3.84112121,2.45676886,0.99024003,0.27790135
"631",2020-09-22,3.76607321,4.05757359,2.58164237,0.91722672,0.29293213
"632",2020-09-23,3.89181079,4.19443928,2.61602339,0.65899744,0.308066
"633",2020-09-24,3.92730397,4.26475763,2.59847623,0.61568567,0.33647141
"634",2020-09-25,3.84392638,4.55698257,2.48346624,0.61724965,0.33407763
"635",2020-09-26,3.43069323,4.2530715,2.34871056,0.6058391,0.28094111
"636",2020-09-27,3.48613705,3.91378481,2.38736426,0.6369074,0.27774908
"637",2020-09-28,3.73055418,4.05198061,2.44131496,0.77110955,0.22144883
"638",2020-09-29,3.83615698,4.20746748,2.47271866,0.88467732,0.25601742
"639",2020-09-30,3.48927598,4.3278798,2.43786663,0.8559658,0.31070148
"640",2020-10-01,3.56310371,4.47121014,2.77512323,0.8168536,0.32583911
"641",2020-10-02,3.54807559,4.41889989,2.75001721,1.02254654,0.32716478
"642",2020-10-03,3.23806223,4.23465129,2.69232507,1.1003522,0.27534617
"643",2020-10-04,3.12519011,3.91346604,2.72196433,1.07257564,0.27709314
"644",2020-10-05,3.33101589,4.13607241,2.63028589,1.00947066,0.27370277
"645",2020-10-06,3.74909447,4.35355974,2.81281862,0.83761304,0.28918608
"646",2020-10-07,3.87242033,4.50770685,2.84563921,0.59640055,0.2997331
"647",2020-10-08,3.74717113,4.37340244,2.77870304,0.76669621,0.33251978
"648",2020-10-09,3.58950539,4.61171203,2.7498546,0.79327123,0.33176076
"649",2020-10-10,3.4821142,4.2727778,2.72600841,0.59568067,0.2764374
"650",2020-10-11,3.24593807,3.96931146,2.59083769,0.67935627,0.27708565
"651",2020-10-12,3.7186688,4.2805103,2.77672936,0.80074137,0.28791395
"652",2020-10-13,3.73955073,4.3544321,2.71793086,0.88556932,0.30552889
"653",2020-10-14,3.51750531,4.4176013,2.60112293,0.86789041,0.30628074
"654",2020-10-15,3.63966161,4.30698316,2.6235129,0.86439618,0.34352866
"655",2020-10-16,3.63281801,4.62604661,2.60286455,1.15699046,0.34086406
"656",2020-10-17,3.0813866,4.30116478,2.33154043,1.2782611,0.28762209
"657",2020-10-18,3.28388489,3.96167751,2.58765984,1.2099839,0.28962957
"658",2020-10-19,4.15673024,4.29183201,2.95328171,1.19859011,0.29542121
"659",2020-10-20,4.14237544,4.27437209,2.8750721,1.06598851,0.29815616
"660",2020-10-21,4.07123602,4.27311148,2.86492772,0.89332372,0.30833354
"661",2020-10-22,3.90138162,4.47808485,2.76472877,0.84464508,0.33596039
"662",2020-10-23,3.75553201,4.81225517,2.75170973,0.88822671,0.32923274
"663",2020-10-24,3.70081256,4.41183329,2.71107761,1.25055496,0.28752568
"664",2020-10-25,3.48355387,3.94043413,2.59188876,1.54393723,0.27656061
"665",2020-10-26,4.0745073,4.1154145,2.87781584,1.61634832,0.27520762
"666",2020-10-27,4.2150003,4.24591849,2.99214702,1.63914176,0.29265324
"667",2020-10-28,4.05232204,4.28268214,2.84713535,1.51309846,0.29478896
"668",2020-10-29,3.94614636,4.36747242,2.81978864,1.42014648,0.31720606
"669",2020-10-30,3.91099586,4.61807516,2.88788147,1.68224224,0.32574369
"670",2020-10-31,3.18856978,4.33390876,2.59990798,1.75055174,0.25638027
"671",2020-11-01,2.74104897,4.32931383,2.7425566,1.77935494,0.23874068
"672",2020-11-02,3.819598,4.23327737,2.59619011,2.1157876,0.28511991
"673",2020-11-03,3.70403595,3.93851932,2.70552108,1.803112,0.29504326
"674",2020-11-04,3.58223025,3.93473291,2.81778063,1.43380627,0.30275661
"675",2020-11-05,3.72802187,4.34693072,2.66358075,1.13721849,0.34073329
"676",2020-11-06,3.48520929,4.73186311,2.76441303,1.09411492,0.34834691
"677",2020-11-07,2.9569537,4.54973469,2.80192123,1.11318557,0.29061989
"678",2020-11-08,2.89167558,3.96593465,2.71654341,1.13977921,0.28230566
"679",2020-11-09,3.44981562,4.32112965,2.48137421,1.20625972,0.29892953
"680",2020-11-10,3.80129388,4.39359604,2.61456521,1.25839457,0.30079416
"681",2020-11-11,3.96295649,4.35735482,3.01066521,1.47483825,0.30876096
"682",2020-11-12,3.93886414,4.31852892,3.07911796,1.74317667,0.34070983
"683",2020-11-13,3.82653164,4.48225619,3.02034999,2.01915431,0.34993384
"684",2020-11-14,3.24537834,4.16085338,2.88372602,2.02961188,0.29825914
"685",2020-11-15,3.200672,4.10999098,2.64936776,1.77093227,0.28714466
"686",2020-11-16,3.73424576,4.10376323,2.71702967,1.90249963,0.30551864
"687",2020-11-17,3.88346897,4.10841572,2.96156491,2.14232573,0.30845686
"688",2020-11-18,3.58166265,4.25174895,2.873608,2.28545942,0.31745584
"689",2020-11-19,3.5135066,4.33801315,2.66305019,1.97687804,0.35575772
"690",2020-11-20,3.58117216,4.43938217,2.78242461,1.5609435,0.37584246
"691",2020-11-21,3.52627945,4.36999794,2.88088305,1.73167211,0.35918943
"692",2020-11-22,3.33924032,3.72728272,2.76246563,1.9959795,0.32899717
"693",2020-11-23,3.54139525,4.2375019,2.72172065,2.0657231,0.31490349
"694",2020-11-24,3.58557211,4.37854363,2.80324658,2.27660304,0.36653511
"695",2020-11-25,3.66836439,4.40244889,2.70544777,2.06181196,0.38634607
"696",2020-11-26,3.11149269,3.80093116,2.7279204,1.79411373,0.2597819
"697",2020-11-27,3.1315594,4.30090015,2.77742684,1.91603334,0.22660949
"698",2020-11-28,3.18135762,4.03642308,2.74253336,2.11762242,0.32218695
"699",2020-11-29,3.13247038,3.8702338,2.52974144,2.33009154,0.35678669
"700",2020-11-30,3.91753119,4.02931413,2.64670967,2.49763381,0.34959711
"701",2020-12-01,4.26255435,4.2417951,2.9585525,2.80122112,0.36089016
"702",2020-12-02,4.48951316,4.32778585,3.05886186,2.92045442,0.34055975
"703",2020-12-03,4.35281098,4.37079061,2.95972972,2.87158455,0.34331711
"704",2020-12-04,4.32573794,4.48061786,2.89585972,2.56443126,0.34746797
"705",2020-12-05,4.15168057,4.10350707,3.00429581,2.6935128,0.2948265
"706",2020-12-06,4.215452,3.65000191,2.88216087,2.85160201,0.27851165
"707",2020-12-07,4.70457548,3.99191489,2.79248873,2.93326654,0.29562419
"708",2020-12-08,4.75976583,4.11683413,2.79619637,2.89604439,0.31119086
"709",2020-12-09,4.73872165,4.11708019,3.07001025,2.70214357,0.32185177
"710",2020-12-10,4.09641444,4.15509758,3.1189426,2.45605094,0.34846412
"711",2020-12-11,4.02014701,4.23597466,3.18036194,2.35225997,0.34641505
"712",2020-12-12,3.86512966,3.87441808,3.08229289,2.30309653,0.29268841
"713",2020-12-13,3.86820445,3.49143187,2.88205932,2.42991331,0.27190877
"714",2020-12-14,4.5130796,4.02328463,2.77989396,2.96627977,0.30042558
"715",2020-12-15,4.87398753,4.15798212,2.8566487,3.33355125,0.31700392
"716",2020-12-16,5.11078442,4.06040114,2.91410331,3.37796918,0.32657686
"717",2020-12-17,5.01172306,4.15281753,2.93285153,3.35566557,0.35279533
"718",2020-12-18,4.88606398,4.52699333,3.11380872,3.27100689,0.41280674
"719",2020-12-19,4.42354829,4.15626524,3.02827639,3.16255354,0.40186823
"720",2020-12-20,4.0328213,3.37729536,2.94223584,2.92533084,0.37516214
"721",2020-12-21,4.17148259,4.2477117,2.87264132,2.63807858,0.35761785
"722",2020-12-22,3.81021898,4.88867264,2.90898257,2.55605322,0.39425023
"723",2020-12-23,3.70834779,4.89978569,2.76732576,2.50218266,0.40423237
"724",2020-12-24,3.92933586,4.0588605,2.63890131,2.84982933,0.34565935
"725",2020-12-25,4.38426223,2.73878544,2.75162368,3.24283445,0.20963751
"726",2020-12-26,4.35711205,3.84490513,2.72395566,3.4589761,0.29462242
"727",2020-12-27,4.05403363,4.0003978,2.62353051,3.05408958,0.35297395
"728",2020-12-28,4.28214219,4.06262307,2.6432084,2.77904266,0.33639328
"729",2020-12-29,4.05854981,4.18116221,2.85606777,2.99752028,0.36894008
"730",2020-12-30,3.82927035,3.9148087,2.9148178,2.92396421,0.3702401
"731",2020-12-31,3.99459254,3.36086509,2.97058154,2.86949107,0.3702401
